stage,global_epoch,train_loss,val_loss,val_auc
stage1,1,0.5634,0.6575,0.8092
stage1,2,0.5091,0.5817,0.8183
stage1,3,0.4947,0.6350,0.8239
stage1,4,0.4976,0.5956,0.8192
stage1,5,0.4855,0.5973,0.8137
stage2,6,0.4571,0.4678,0.8336
stage2,7,0.3831,0.4473,0.8628
stage2,8,0.3291,0.4960,0.8786
stage2,9,0.3032,0.4262,0.8696
stage2,10,0.2673,0.3615,0.8884
stage2,11,0.2329,0.3704,0.8837
stage2,12,0.2327,0.3627,0.8860
stage2,13,0.2276,0.4227,0.8888
stage2,14,0.1832,0.3748,0.8806
stage2,15,0.1686,0.3220,0.8832
