stage,global_epoch,train_loss,val_loss,val_auc
stage1,1,0.5758,0.5422,0.7921
stage1,2,0.5211,0.5766,0.8025
stage1,3,0.5184,0.5959,0.8062
stage1,4,0.4846,0.4604,0.8031
stage1,5,0.4716,0.5125,0.8060
stage2,6,0.4511,0.4722,0.8333
stage2,7,0.3650,0.3927,0.8531
stage2,8,0.3423,0.3378,0.8484
stage2,9,0.2937,0.4331,0.8573
stage2,10,0.2698,0.3704,0.8633
stage2,11,0.2600,0.5116,0.8528
stage2,12,0.2223,0.3929,0.8566
stage2,13,0.1744,0.4154,0.8538
stage2,14,0.1818,0.4416,0.8718
stage2,15,0.1689,0.3777,0.8822
